"text","label","pairs_diff"
"Atheists do, but it doesn't necessarily mean that they represent science. You haven't gotten in over your head   most who post here don't know much about science. TQ doesn't, and of course he'll tell you that I don't. There's a big difference between science, and the creation  evolution controversy. Many atheists who seem to be interested in science are actually only interested in it to the point that it helps them feel  intellectually fulfilled , to discredit religion. Some of the best reading on the creation evolution controversy isn't written by scientists, but by philosophers who have done just enough scientific homework on the subject to keep a clear focus on the controversy, without confusing it with too much detail. Michael Ruse and Bradley Monten are two excellent atheist authors on the subject. Religious authors, practically too many to name. William Dembski, David Berlinski, Phillip Johnson, Cornelius Hunter, many others. You would do well to read anything by any of these people. Far too many young people seem to make the mistake of getting most all of their information from rabid atheists who are also degreed biologists, like Richard Dawkins. He's become a celebrity, and most degreed biologists who are not rabid atheists are a little to timid to take him on in a very direct way, without fear of discrimination, academic or otherwise. Michael Behe is one of the few who has been somewhat successful at it, not in avoiding discrimination, but in his ability to make a comfortable living in spite of it. Read  The Edge of Evolution , or  Darwin's Black Box  sometime.  )","1","S,.,4.35	S,S,4.24	S,CC,0.65	S,,,0.19	NP,VP,0.22	NP,VP,5.05	VP,VP,4.12	VP,ADVP,5.73	VBZ,RB,0.02	VB,SBAR,6.85	IN,S,1.58	NP,VP,1.32	VBP,NP,0.11	"
"Justifies the death penalty too....I assume you agree with the death penalty judging by the personality of your posts.Do you?","1","S,.,6.96	S,S,3.00	S,:,3.26	VP,ADVP,2.86	VBZ,NP,2.70	DT,@NP,2.10	NN,NN,0.20	NP,VP,6.05	VBP,S,2.96	NP,VP,3.51	VP,S,3.56	VB,PP,2.78	IN,NP,2.48	DT,@NP,2.10	NN,NN,0.20	VP,NP,0.19	VBG,PP,0.14	IN,NP,0.82	NP,PP,0.42	DT,NN,5.50	IN,NP,0.02	PRP$,NN,0.23	"
"Oh no, they just built stone temples, palaces, much of the city of Jerusalem and numerous other ones, etc.Nothing permanent there . . . emoticonXRolleyes","1","VP,NP,9.20	PP,@VP,0.12	NP,NP,3.90	NP,NP,2.56	NP,,,5.93	ADVP,@VP,0.25	VBD,NP,2.85	NP,,,1.71	NP,NP,1.90	NP,,,1.45	NN,NNS,0.66	NP,NP,4.55	NP,:,4.38	NP,PP,3.73	IN,NP,4.06	NP,VP,3.29	NP,,,3.99	NP,PP,3.98	DT,NN,0.02	IN,NP,4.14	NP,NP,1.34	NP,CC,0.05	JJ,@NP,0.52	JJ,NNS,0.00	VBG,S,0.40	ADJP,NP,0.23	"
"And who was this passage directed towards? Not the general public I suppose.Just because the bible say's one fruit and one womb is blessed doesn't automatically mean they all are! If that were true God would make sure there were no such thing as a miscarriage.","1","CC,@SBARQ,0.17	WHNP,@SBARQ,0.49	SQ,.,0.91	VBD,NP,1.07	NP,SBAR,1.13	DT,NN,0.18	VBD,PP,0.00	"
"OH, OH, OH.., How much you'd like to relegate your immorality to the devil. That's a convenient out.","1","NP,.,0.23	NP,NP,0.44	NP,,,0.22	NP,NP,0.59	NP,,,0.22	"
"Right. And that is the reason for peer review. Creationists don't subject their ramblings to peer review. That is why so much care is devoted to the proper construction of experiments to test the hypotheses by real scientists. Creationists just invent ad hoc stories without any experimentation.","1","RB,.,0.02	"
"...why I should be a liberal. (btw, I have no party....just curious)","1",":,@S,2.89	WRB,@S,0.01	NP,@S,0.14	VP,.,0.08	MD,VP,0.03	VB,NP,0.01	DT,NN,0.07	"
"If Britain has four times the violent crime rate of the US then why do a lot less murdered bodies per 100,000 turn up there?","1","SBAR,@S,2.66	IN,S,4.51	NP,VP,5.25	VP,SBAR,3.61	VP,PP,0.68	VBZ,NP,0.73	QP,@NP,1.03	CD,NNS,0.00	DT,@NP,2.14	JJ,@NP,4.80	NN,NN,5.52	IN,NP,0.13	DT,NNP,0.96	WHADVP,S,1.70	ADVP,WRB,0.00	VBP,NP,3.53	NP,PP,1.56	ADJP,@NP,0.30	NP,JJR,0.15	DT,NN,0.01	VBN,NNS,0.25	IN,NP,0.25	VP,.,0.11	VP,NP,0.22	VB,PRT,0.02	"
"Really? When? I have talked to many an Aussie who do martial arts and THEY aren't even allowed to get a permit to teach with swords","1","ADVP,.,0.00	"
"Oooh yes, and I'm sure a policeman would just as easily have treated a 7 month pregnant white woman in the Connecticut burbs the same way. If she had refused to sign the ticket.Enjoy your egg coloring, Stevie. Don't overboil your mama's noodle too much. )","1","NP,@S,5.04	NP,PRN,5.08	NNP,RB,0.23	,,S,5.28	CC,@S,5.29	NP,VP,4.77	VBP,ADJP,4.40	JJ,SBAR,2.86	NP,VP,3.02	DT,NN,0.21	VP,VP,0.19	MD,ADVP,1.21	RB,@ADVP,0.93	RB,RB,5.65	VB,VP,0.18	VP,PP,0.47	VBN,NP,0.06	DT,@NP,0.02	ADJP,@NP,0.40	NP,JJ,0.73	CD,NN,2.75	JJ,NN,0.08	IN,NP,0.19	DT,NNP,0.22	VP,.,0.06	VBZ,NP,0.24	DT,@NP,0.08	JJ,NN,0.01	"
"I knew that there were other reasons that I didn't care for you. Thank you for elucidating them. And, Jitobear, this is exactly what I was saying when I spouted the abortion statistics in the US. The bulk of abortions in the US are for selfish reasons. emoticonXCensored","1","NP,@S,2.70	VP,.,2.17	VBD,SBAR,3.25	IN,S,4.10	NP,VP,3.43	VP,SBAR,2.66	VBD,NP,0.01	JJ,NNS,0.00	IN,S,2.38	NP,VP,3.50	VP,VP,1.39	VBD,RB,0.02	VB,PP,5.19	IN,NP,0.02	"
"Once again, my point was that evolutionists contradict each other.","1","ADVP,@S,3.45	RB,RB,0.01	,,@S,3.41	NP,@S,1.13	PRP$,NN,0.01	VP,.,0.92	VBD,SBAR,0.42	IN,S,0.38	NP,VP,0.42	VBP,NP,0.10	DT,JJ,0.01	"
"Shocker    Clinton cocaine overdose won't be in his book of liesHis half brother Roger once commented that ""Bill had a nose for cocaine"".No need to talk about past presidents, Obama admitted to being a cokehead in his book.","1","NP,@S,2.03	NP,SBAR,3.04	NP,VP,1.54	NNP,@NP,0.29	NN,NN,0.28	VP,VP,0.22	MD,RB,0.01	VB,PP,0.02	IN,NP,0.14	NP,PP,0.52	PRP$,NN,0.04	IN,NP,0.38	NN,@NP,0.23	NN,@NP,0.02	NN,NNP,0.00	ADVP,@S,0.44	VP,.,0.14	VBD,SBAR,0.21	SBAR,'',0.05	SBAR,S,0.01	IN,``,0.01	NP,VP,0.16	VBD,NP,0.28	NP,PP,0.11	DT,NN,0.04	IN,NP,0.24	"
"To bad they couldn't work the same magic on their next Republican President.Maybe Clinton better understood the downside of deficit spending and its effect on future generations.","1","SBAR,@S,1.42	PP,S,0.38	TO,ADJP,10.12	NP,VP,4.44	VP,VP,5.26	MD,RB,0.02	VP,PP,0.03	VB,NP,0.38	DT,@NP,0.96	JJ,NN,0.05	IN,NP,0.06	PRP$,JJ,0.00	NP,@S,3.13	NNP,@NP,0.19	NNP,NNP,0.00	ADVP,@S,11.56	VP,.,3.64	VP,PP,3.75	VBD,NP,4.15	NP,PP,4.38	DT,NN,0.30	IN,NP,3.85	NP,NP,2.80	NP,CC,1.39	NN,NN,1.75	PRP$,NN,0.01	IN,NP,0.46	JJ,NNS,0.19	"
"To the best of my knowledge Uncle Sam hasn't passed any laws forcing people to install left handed doorknobs. They learn to deal with the status quo..........what a concept, a group that isn't asking for special treatment. emoticonXRolleyes emoticonXGood","1","PP,@S,6.97	TO,NP,7.75	NP,PP,6.37	DT,JJS,10.66	IN,NP,0.16	PRP$,NN,0.00	NP,@S,7.89	NNP,NNP,0.83	VP,.,2.67	VP,VP,2.68	VBZ,RB,0.02	VP,S,4.95	VBN,NP,0.19	DT,NNS,0.09	VP,S,0.37	VBG,NP,4.15	TO,VP,2.50	VB,NP,2.45	ADJP,NNS,2.77	JJ,NN,0.31	"
"Meeting the legal standard is easy. It is reasonable to suspect anyone speaking Spanish in Arizona as being an illegal alien. The same is true in California.","1","S,@S,2.29	VBG,NP,0.48	DT,@NP,1.58	JJ,NN,5.51	VP,.,1.36	VBZ,ADJP,0.02	"
"Is the Moose really so dim that he needs you to answer for himemoticonXConfused","1","VP,NP,5.56	NP,ADJP,5.42	DT,NNP,0.22	ADJP,SBAR,3.56	RB,@ADJP,1.89	RB,JJ,0.57	IN,S,0.16	NP,VP,0.26	VBZ,S,0.24	NP,VP,0.06	TO,VP,0.26	VB,PP,0.12	IN,ADJP,0.24	"
"Maybe its from drinking out of the Cuyahoga. I remember back in 68 when it caught on fire and burned for 3 days!emoticonXHoho","1","ADVP,@FRAG,2.97	NP,.,2.67	NP,PP,2.71	IN,S,3.37	VP,PP,1.70	VBG,PRT,5.51	IN,NP,0.19	DT,NNP,0.22	"
"I'm not sure what your point is. You mistake rodensia for piltdown. You cite Woodward, a known fraud. None of this is represented in the theory.","1","NP,@S,4.35	VP,.,3.28	VP,ADJP,1.76	VBP,RB,5.79	JJ,SBAR,0.05	WHNP,S,0.65	NP,VP,0.01	PRP$,NN,0.01	"
"Answer the question Steeeve or admit that your claim is wrong. When the post you cited as proof refutes your claim, and you have full knowledge of what the post said, is that not a lie? if your post siad A and I said it claimed B, and I cited the post, would I be lying?","1","VP,.,4.31	VP,VP,3.67	VP,CC,0.08	VB,NP,0.20	DT,@NP,0.06	NN,NN,0.24	VB,NP,4.79	NP,SBAR,5.52	NP,VP,5.96	PRP$,NN,0.02	VBZ,ADJP,5.81	"
"Nah d00d.... This is a PIE adapter that goes into the factory AUX CD changer controls....Listen to one and you will hate the cassette thingy,,,,","1","NN,@NP,1.31	NP,.,0.83	NN,:,0.23	"
"now we have a request that another forum member die. there is nothing christian about you. you may as well stop pretending. if you are right about your god, you're going to be satan's number one hot poker puppet.","1","ADVP,@S,1.51	NP,@S,1.68	VP,.,1.35	VBP,NP,0.82	NP,SBAR,0.57	DT,NN,0.21	WHNP,S,0.05	NP,VP,2.57	DT,@NP,0.91	NN,NN,3.01	"
"Let s establish a cybercampaign to search for his freedom","1","VB,S,1.50	NP,VP,1.07	VB,NP,1.45	DT,@NP,0.69	NN,S,0.36	TO,VP,0.32	VB,PP,1.76	IN,NP,1.97	PRP$,NN,5.30	"
"Because it is not germane to the topic under discussion and is nothing more than an attempt to hijack the forum into a discussion that is already present in another thread.If after chloe answers my question, which was first, she wants to have that discussion in the appropriate forum, I will be more than happy to oblige her.","1","S,@S,10.30	SBAR,@S,7.19	IN,S,6.14	NP,VP,6.81	VP,VP,1.63	VP,CC,3.95	VP,ADJP,6.13	VBZ,RB,5.90	JJ,PP,0.99	TO,NP,1.79	NP,PP,0.39	DT,NN,5.01	IN,NP,0.07	VBZ,ADJP,5.16	ADJP,PP,1.33	NN,JJR,5.76	IN,NP,4.23	DT,@NP,3.39	NN,S,1.56	TO,VP,1.72	VP,PP,3.85	VB,NP,0.03	DT,NN,0.19	IN,NP,2.64	NP,SBAR,3.60	DT,NN,0.05	WHNP,S,3.69	VP,NP-TMP,1.32	VP,PP,0.86	VP,PP,0.65	VBZ,ADJP,0.02	RB,JJ,0.10	IN,NP,0.11	DT,NN,0.23	IN,NP,0.33	NN,NNS,0.19	NP-TMP,SBAR,0.01	NP,,,0.02	PRP$,NN,0.01	WHNP,S,0.01	VBD,ADVP,0.00	,,@S,2.99	NP,VP,1.44	VBZ,S,3.43	TO,VP,2.85	VB,NP,3.50	NP,PP,2.36	DT,NN,0.05	IN,NP,2.90	DT,@NP,1.81	JJ,NN,5.00	,,@S,7.50	NP,@S,6.51	VP,.,6.16	MD,VP,5.80	VB,ADJP,6.48	ADVP,@ADJP,5.79	JJR,IN,0.01	JJ,S,9.61	TO,VP,0.01	VB,NP,0.23	"
"Nope. It's the liberals and godless mullets who are screwing things up.","1","UH,.,0.22	"
"rivaled? not even close. you just cant stop making things up can you? in 2006, guns murdered  18 in austria 27 in australia 59 in england and wales 60 in spain 190 in canada 194 in germany 10,177 in the united states","1","VP,.,0.24	"
"Well let's look at the facts themselves. Concealed carry laws are now part of the legal system in 48 out of the 50 states in this country. Concealed carry started in Florida and worked their way from one state to another over a continuous 20 year period, and not once has a concealed carry law ever been repealed, for any reason.Gun control laws, like handgun rationing, mandatory reporting standards, ammunition registries, secondary background checks, trigger lock and storage requirements, etc. are limited in their reach, sticking to only certain states. There's been no mass adoption of these laws by various states across the country, and there's even been cases of them being repealed due to ineffectiveness.If gun control laws worked at controlling crime, and the presence of firearms actually had the potential to increase crime rates, these facts would be reversed.","1","INTJ,@S,1.34	VP,.,0.73	VB,S,0.18	NP,VP,0.12	VB,PP,0.10	IN,NP,0.13	NP,ADVP,0.02	DT,NNS,0.34	"
"You need to visit some other websites  i.e. get yourself out and around in the real internet world some more.Shake the cobwebs off your bold.There are, for example, presently thousands of posts at the New York Times, in only the last day or two, from single payer and public option supporters.Go scream your bold there Big Shot. You and your other handles that comprise this entire forum of one man who probably also needs to see a doctor for a strong psychiatric prescription.","1","NP,@S,4.79	VP,.,4.20	VP,S,0.77	VBP,S,1.92	TO,VP,2.38	VB,NP,2.52	NP,SBAR,0.92	DT,@NP,0.11	JJ,NNS,0.23	NP,VP,1.60	VP,PP,5.10	VP,ADVP,0.80	VB,NP,0.01	ADVP,IN,1.08	IN,CC,5.69	IN,NP,2.79	DT,@NP,3.02	JJ,@NP,5.40	NN,NN,0.12	DT,@NP,4.17	ADJP,@NP,5.78	ADJP,ADJP,4.46	ADJP,CC,4.99	JJR,SBAR,5.51	NP,VP,3.61	NP,PP,0.73	DT,NNS,0.22	IN,NP,5.70	PRP$,NN,0.23	VP,PP,4.23	VP,PP,3.70	VBP,,,0.00	IN,NP,2.53	NP,,,1.58	NP,PP,0.43	NP,,,0.34	NP,NP,0.20	NP,ADVP,0.42	NP,,,0.00	NP,PP,0.73	IN,NP,0.78	NP,PP,0.04	IN,NP,0.32	DT,@NP,0.13	NNP,@NP,5.80	NNP,NNP,0.11	IN,NP,0.60	NP,NP,0.77	NP,CC,0.34	RB,@NP,0.13	DT,@NP,0.10	JJ,NN,0.01	IN,NP,0.17	JJ,NN,0.23	JJ,SBAR,3.69	NP,VP,2.76	NN,NN,0.23	VP,S,3.82	VB,NP,5.95	PRP$,JJ,5.82	NNP,NNP,0.11	"
"I did not know that. Facinating!","1","NP,@S,2.82	VP,.,1.67	VP,VP,0.33	VBD,RB,5.89	VB,NP,0.02	"
"40 million people have died because they were aborted. How many Einsteins or Edisons did we kill? What kind of great change have we prevented?","1","NP,@S,2.33	QP,NNS,0.39	CD,CD,0.09	VP,.,2.85	VBP,VP,2.97	VBN,SBAR,1.36	IN,S,1.00	NP,VP,0.91	VBD,VP,0.70	"
"yes easy, we are well aware that you are completely incapable of intelligently posting on topic. if you want to post a rant about   dose evul librals  , do it on the proper forum, and i ll ignore it there as well.","1","S,@S,5.74	RB,JJ,0.03	,,@S,7.31	NP,@S,7.02	VP,.,6.83	VBP,ADJP,7.06	RB,@ADJP,0.43	JJ,SBAR,4.19	IN,S,4.24	NP,VP,3.54	VBP,ADJP,3.48	RB,@ADJP,2.61	JJ,PP,2.91	IN,S,2.82	ADVP,VP,3.12	VBG,PP,0.16	IN,NP,5.02	"
"Sounds like you have some real issues with the RCC and lots of venom to spew here on this forum.","1","VP,.,0.53	VBZ,SBAR,0.14	IN,S,1.75	NP,VP,1.41	VP,S,0.02	VP,PP,0.93	VBP,NP,0.95	DT,@NP,1.41	JJ,NNS,5.87	IN,NP,0.83	NP,PP,0.57	DT,@NP,0.83	NP,NNS,0.89	NN,CC,0.22	IN,NP,0.23	TO,VP,2.01	VP,PP,0.49	VB,ADVP,0.23	IN,NP,0.28	DT,NN,0.19	"
"1. Bible inerrancy 2. The divinity of Jesus 3. The virgin birth 4. The belief that Jesus died to redeem man 5. An expectation of the Second Coming, or physical return of Jesus Christ to initiate his 1000 year rule on earth","1","VP,.,0.02	"
"One of the wealthiest segments of our population are gays. Now...where's that crying towel and violin. emoticonXCool","1","NP,@S,0.46	NP,PP,0.27	IN,NP,0.20	NP,PP,0.15	DT,@NP,0.47	JJS,NNS,0.55	IN,NP,0.59	PRP$,NN,1.85	VP,.,0.49	VBP,NP,0.01	"
"Flush People can speak well and be blooming imbeciles, like the left wing loons who think the right for individuals to bear arms is dangerous.What's dangerous are the liberal dweebs who are bankrupting the country with their cradle to grave entitlement programs to the point where we're going to have to start gutting our military just to pay the interest on the debt Obama is running up. Now the turkey wants another  1.2 trillion.That's why liberals are dangerous.","1","NP,@S,2.14	JJ,NNS,0.24	VP,.,2.46	MD,VP,2.00	VP,VP,8.55	VP,CC,4.00	VB,ADVP,5.86	VP,PP,3.65	VP,,,0.25	VB,NP,0.03	VBG,NNS,0.00	IN,NP,4.13	NP,SBAR,0.70	DT,@NP,2.25	JJ,@NP,0.05	NN,NNS,0.29	WHNP,S,3.19	VBP,SBAR,3.91	NP,VP,5.56	NP,PP,0.92	DT,NN,5.90	IN,NP,0.26	NNS,S,0.55	TO,VP,0.53	VB,SBAR,1.17	NP,VP,0.69	VBZ,NP,0.48	NP,JJ,0.27	NNP,POS,0.22	VBP,NP,4.51	NP,SBAR,4.97	DT,@NP,0.12	JJ,NNS,0.28	WHNP,S,5.70	VBP,VP,5.57	VP,SBAR,0.31	VP,PP,2.55	VP,PP,0.86	VBG,NP,0.07	NP,PP,1.13	DT,NN,0.03	IN,NP,0.27	PRP$,NN,0.22	TO,NP,1.62	JJ,@NP,3.55	NN,NNS,0.15	TO,NP,0.01	DT,NN,0.01	WHADVP,S,2.12	NP,VP,1.83	VBP,VP,2.59	VBG,S,1.54	TO,VP,2.13	VP,S,1.60	VB,S,0.05	TO,VP,0.06	VB,S,0.06	VP,ADVP,0.44	VBG,NP,0.20	PRP$,JJ,0.05	TO,VP,2.27	VP,PP,0.58	VB,NP,2.37	DT,NN,0.02	IN,NP,0.69	NP,SBAR,0.33	DT,NN,0.02	NP,VP,0.18	VBZ,VP,0.02	VBG,PRT,0.02	"
"Heck, no. You've convinced me. I say let them have sex! Let them have sex with whomever they want. Your imaginary friends who want to have sex with their relatives can and should go do it. I support the right of imaginary people to have sex with whomever they want and to marry whomever they want! Power to the imaginary people! Give them liberty or give them imaginary death!","1","NP,.,2.62	NP,NP,6.75	NP,,,0.22	"
"Christian terrorist  1 Eric Rudolphhttp   en.wikipedia.org wiki Eric Robert RudolphChristian Terrorist  2 Timothy McVeighhttp   en.wikipedia.org wiki Timothy McVeighChristian terrorist  3 Paul Hillhttp   en.wikipedia.org wiki Paul Jennings HillNeed I go on?","1","SBAR,.,6.71	X,S,6.14	NP,@X,2.11	NP,NP,0.03	JJ,NN,10.30	NP,NP,0.22	CD,@NP,0.41	NNP,@NP,5.44	NNP,@NP,0.19	NN,NN,0.00	NNP,@NP,4.34	NNP,@NP,0.02	NNP,NNP,0.00	NP,NP,4.40	NP,NP,1.39	NNP,@NP,1.60	NNP,@NP,1.10	NN,@NP,0.58	NN,@NP,0.19	NNP,NNP,0.00	NP,NP,0.25	JJ,CD,4.78	NNP,@NP,1.02	NNP,@NP,0.80	NN,@NP,0.54	NN,@NP,0.17	NNP,@NP,0.03	NNP,NNP,0.00	NP,VP,0.04	VBP,PP,0.01	"
"Well if they're gonna be shelling out that shellac on a shingle for atheists, homosexuals, pedophiles, abortionists, special interest groups, terrorists, pornographers, business owners, prostitutes, drug dealers, illegal immigrants, dictators, the Untied Nations, and ACORN...then is it really too much to ask them to extend the same courtesy to people who actually believe in the Constitution?","1","SBAR,@SBARQ,4.42	ADVP,@SBAR,4.14	IN,S,5.36	NP,VP,4.72	VBP,VP,4.89	VBG,S,5.59	TO,VP,4.33	VB,VP,4.38	VP,SBAR,4.10	VBG,PRT,5.91	IN,S,4.03	NP,VP,6.71	NP,PP,3.35	IN,NP,4.28	NP,PP,3.93	DT,NN,0.21	IN,NP,6.45	NP,ADVP,6.93	NP,:,6.73	NP,NP,6.50	NP,CC,6.68	NP,,,5.76	NP,NP,6.12	NP,,,4.87	NP,NP,4.84	NP,,,3.59	NP,NP,5.47	NP,,,4.16	NP,NP,9.41	NP,,,6.42	NP,NP,6.62	NP,,,6.47	NP,NP,8.41	NP,,,7.45	NP,NP,7.82	NP,,,7.30	NP,NP,7.16	NP,,,4.87	NP,NP,1.92	NP,,,0.14	NP,NP,0.21	NP,,,0.03	NP,NP,0.38	NP,,,0.38	NP,NP,0.59	NP,,,0.22	JJ,@NP,5.77	NN,NNS,0.04	NN,NNS,0.13	NN,NNS,0.15	JJ,NNS,0.02	DT,@NP,0.03	NNP,NNPS,0.00	VP,ADJP,6.69	VP,ADVP,0.91	VBZ,NP,0.01	RB,@ADJP,0.38	JJ,S,0.45	TO,VP,1.16	VB,S,1.45	NP,VP,1.59	TO,VP,1.92	VP,PP,1.06	VB,NP,1.28	DT,@NP,0.11	JJ,NN,0.34	TO,NP,0.01	WHNP,@SBARQ,0.21	SQ,.,1.86	ADVP,@VP,0.39	VBP,PP,0.20	IN,NP,0.19	DT,NNP,0.22	"
"Gay sex is a sin and brings God's disfavor on men and nations. We don't need the extra grief. That's all you need to know.","1","NP,@S,1.25	NNS,NN,5.41	VP,.,0.74	VP,VP,4.67	VP,CC,1.69	VBZ,NP,1.04	DT,NN,4.24	VP,PP,1.45	VBZ,NP,0.14	NP,NN,0.09	NNP,POS,0.01	IN,NP,1.01	NP,NNS,0.37	NNS,CC,0.00	"
"You don't sound like you are particularly knowledgeable about the good old USA.","1","NP,@S,4.00	VP,.,3.31	VP,VP,1.05	VBP,RB,0.02	VB,SBAR,0.08	IN,S,1.10	NP,VP,0.48	VBP,ADJP,0.70	RB,@ADJP,1.31	JJ,PP,1.83	IN,NP,3.05	DT,@NP,4.27	JJ,@NP,6.52	JJ,NN,0.24	"
"I was doing some work with a friend of mine at the Geological Survey of Canada on Friday, and the topic of ANWR came up. Apparently the Canadian Gov't is in the middle of a large study of the hydrocarbon reserve potential in the Mackenzie Beaufort region right now. It's internally confidential, and, seeing as how I work for an oil gas company, he couldn't give me details.Suffice to say, in his opinion, it didn't look real promising, data was very limited, and given what was available, any estimates are pretty shaky. His biggest concern was that the source rocks appeared immature.Waxy","1","S,.,2.31	S,S,5.76	S,CC,2.83	S,,,2.03	NP,VP,2.24	VBD,VP,1.43	VP,PP,0.93	VP,PP,1.63	VP,PP,2.00	VBG,NP,0.24	DT,NN,0.01	IN,NP,1.19	NP,PP,1.78	DT,NN,4.47	IN,NP,0.13	IN,NP,0.71	NP,PP,0.04	DT,@NP,0.03	NNP,NN,0.00	IN,NP,3.44	IN,NP,0.01	NP,VP,1.24	NP,PP,0.53	DT,NN,5.01	IN,NP,0.23	VBD,PRT,0.00	"
"This is one of the totally awesome ones http   www.chick.com reading tracts 0273 0273 01.aspFrom  http   www.chick.com catalog tractlist.asp","1","NP,@S,5.87	VP,.,5.70	VBZ,NP,5.45	NP,PP,4.88	IN,NP,4.85	DT,@NP,4.02	ADJP,QP,3.16	RB,@ADJP,1.77	JJ,SBAR,3.59	NP,VP,2.33	VP,NP-TMP,1.59	VBP,NP,1.06	JJ,@NP,0.41	NN,NNS,0.07	CD,CD,0.00	"
"You also need to borrow about 60 more points of IQ to debate rationally with me.","1","NP,@S,1.32	ADVP,@S,1.08	VP,.,0.86	VBP,S,0.04	TO,VP,0.15	VP,S,0.47	VB,NP,0.35	NP,PP,0.69	ADJP,@NP,1.44	RB,CD,0.03	JJR,NNS,0.00	IN,NP,0.15	TO,VP,0.81	VP,PP,0.63	VB,ADVP,0.22	IN,NP,5.44	"
"Clinton got around the draft twice. Militarist Richard Bruce Cheney, who was eager to send our young American men and women into an unnecessary war, evaded serving in the military FIVE DIFFERENT TIMES!","1","NP,@S,0.69	VP,.,1.18	VP,ADVP,0.08	VBD,PP,0.45	IN,NP,0.54	DT,NN,0.41	"
"So why should merchant ships be required to go unarmed and defenseless in dangerous areas?","1","RB,@SBARQ,5.39	WHADVP,@SBARQ,5.49	SQ,.,4.47	SQ,VP,2.72	MD,NP,0.03	NN,NNS,0.87	VB,VP,3.21	VBN,S,1.48	TO,VP,1.83	VP,PP,0.78	VB,ADJP,0.64	ADJP,JJ,0.66	JJ,CC,0.22	IN,NP,0.67	JJ,NNS,0.24	"
"It makes perfect sense if that is where his core beliefs are. And they are exactly there. Why do you think he told Joe the Plumber that he intended to spread the wealth around? He wants to over tax me so he can create an even larger welfare state, thereby demotivating the poor to excel and improve their lot through hard work. That is what socialism stands for that Obama is a true believer.","1","NP,@S,6.69	VP,.,6.00	VP,SBAR,7.82	VBZ,NP,6.82	JJ,NN,10.28	IN,S,0.16	NP,VP,0.27	VBZ,SBAR,0.19	WHADVP,S,1.28	NP,VP,0.80	PRP$,@NP,0.53	NN,NNS,0.04	"
"Jeez, T.Q, you are unbelievable. Port is neither a direction in which a ship captain can steer his ship, nor is it even a location to which he can steer his ship in order to dock. It's not a type of wine, either. Everybody knows it's a type of interface for a computer. Quit your shameless lying!","1","NP,@S,2.02	NNP,@NP,0.25	,,NNP,0.22	,,@S,1.37	NP,@S,1.60	VP,.,1.24	VBP,ADJP,1.33	"
"You may call the Amish ""stunted"" and ""misguided"", but I would much prefer to live among them (in the absence of technology) than in some inner city ghetto.","1","S,.,3.01	S,S,4.51	S,CC,4.70	S,,,4.03	NP,VP,5.71	MD,VP,5.40	VP,S,4.94	VP,``,0.00	VB,NP,0.16	DT,JJ,0.03	UCP,ADJP,4.44	VP,CC,0.02	VBN,'',0.23	``,@ADJP,4.63	JJ,'',5.28	NP,VP,0.02	VP,VP,1.72	MD,ADVP,0.01	VB,S,0.11	TO,VP,0.45	VP,PP,0.29	VB,PP,0.28	IN,NP,0.17	NP,PRN,0.35	-LRB-,@PRN,0.83	PP,-RRB-,0.54	IN,NP,0.07	NP,PP,0.21	DT,NN,0.19	IN,NP,0.05	IN,PP,0.33	IN,NP,0.33	DT,@NP,0.14	JJ,@NP,0.23	NN,NN,1.01	"
"Just giving my honest opinion. Its not what you're saying its how you're saying it.","1","VP,.,1.63	ADVP,@VP,1.31	VBG,NP,0.28	PRP$,@NP,0.41	JJ,NN,10.29	"
"so by your various definitions, left handedness makes that person a deviant. most of america is right handed (so it would be considered the norm), left handed people function different than right handed people as well as behave differently in the way the go about their lives. are left handed people wrong and unnatural as well? no one has determined why people are left handed, and whether it is caused by genetics or early environmental stimuli. they are deviating from the norm. did you know that the word sinister is derived from the old english meaning 'left handed' due to old beliefs about left handedness? do you actually (by your previous arguments) believe that left handedness is wrong? if you don't, then you cannot possibly apply your arguments to homosexuality. if you do, i'm sorry, but you are ignorant.","1","ADVP,@SINV,4.98	PP,@SINV,2.73	IN,NP,0.52	PRP$,@NP,0.05	JJ,NNS,0.00	,,@SINV,3.82	SINV,.,2.97	VP,NP,1.51	VBD,SBAR,0.88	NP,VP,0.46	VBZ,PP,0.17	IN,NP,0.02	DT,JJ,1.03	"
